鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
鳥松區,房地(土地+建物),高雄市鳥松區明湖路61~90號,31.19,住,,,1070914,土地1建物1車位0,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850829,101.06,3,1,2,有,無,有,18000,178,,0.0,0,,RPRNMLPJIINFFIE68CC
仁武區,房地(土地+建物),高雄市仁武區赤吉街31~60號,170.47,住,,,1070928,土地1建物1車位0,一層,3,店面(店鋪),見使用執照,鋼筋混凝土造,0891204,76.36,0,0,0,無,無,無,19000,249,,0.0,0,,RPSNMLPJIINFFIE78CC
岡山區,房地(土地+建物),高雄市岡山區岡山路151~180號,5.77,住,,,1070912,土地1建物0車位0,三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821220,19.3,1,0,1,有,有,有,5500,285,,0.0,0,承租分租之一部分房間,RPRNMLPJIINFFFE38CC
燕巢區,房地(土地+建物),高雄市燕巢區深興路1~30號,1358.0,,山坡地保育區,農牧用地,1071003,土地1建物1車位0,一層,1,農舍,農舍,鋼造,0871217,132.66,0,0,0,無,無,無,25000,,,0.0,0,租賃做廠房使用。,RPVNMLPJIINFFFE78CC
鳳山區,房地(土地+建物),高雄市鳳山區杭州西街121~150號,7.77,住,,,1070918,土地1建物1車位0,見其他登記事項,12,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0840927,40.73,2,2,2,有,無,無,13000,319,,0.0,0,,RPXNMLPJIINFFGE09CC
鳳山區,房地(土地+建物),高雄市鳳山區五甲三路181~210號,72.0,住,,,1071004,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,加強磚造,0630702,153.12,0,0,0,無,無,無,27000,176,,0.0,0,,RPSOMLPJIINFFGE68CC
鳳山區,房地(土地+建物),高雄市鳳山區國興路1巷1~30號,27.1,住,,,1071005,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701230,73.01,3,2,2,有,無,有,8000,110,,0.0,0,,RPTOMLPJIINFFGE78CC
左營區,房地(土地+建物)+車位,高雄市左營區重立路481~510號,40.8,住,,,1070919,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1061011,119.35,2,2,1,有,有,有,20000,168,坡道平面,0.0,0,,RPPNMLQJIINFFEE18CC
三民區,房地(土地+建物),高雄市三民區昌裕街2巷31~60號,17.03,住,,,1070913,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830120,140.67,2,2,1,有,無,有,8000,57,,0.0,0,,RPQNMLQJIINFFDE18CC
苓雅區,房地(土地+建物),高雄市苓雅區自強三路151~180號,4.32,商,,,1070918,土地1建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970919,47.99,1,1,1,有,有,有,13000,271,,0.0,0,,RPQNMLQJIINFFBE97CC
苓雅區,建物,高雄市苓雅區光明街61~90號,0.0,商,,,1071006,土地0建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960508,85.17,1,2,1,有,有,有,18500,217,,0.0,0,,RPSNMLQJIINFFBE18CC
苓雅區,土地,福河段1711~1740地號,70.0,住,,,1070925,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,8000,114,,0.0,0,,RPUNMLSJIINFFBE58CC
新興區,房地(土地+建物),高雄市新興區復興一路61~90號,6.49,商,,,1070919,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041023,114.24000000000001,2,2,1,有,有,有,20000,175,,0.0,0,,RPXNMLSJIINFFBE88CC
苓雅區,房地(土地+建物),高雄市苓雅區仁義街1~30號,8.32,住,,,1070909,土地1建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930303,82.24,2,2,2,有,有,有,16000,195,,0.0,0,,RPOOMLSJIINFFBE08CC
苓雅區,房地(土地+建物),高雄市苓雅區仁義街1~30號,8.32,住,,,1070909,土地1建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930303,82.24,2,2,2,有,有,有,16000,195,,0.0,0,,RPPOMLSJIINFFBE18CC
苓雅區,房地(土地+建物),高雄市苓雅區苓雅二路61~90號,105.0,商,,,1070911,土地1建物1車位0,全,3,透天厝,,加強磚造,0590512,145.83,0,0,0,無,無,有,48000,329,,0.0,0,只租1+2樓夾層,RPQOMLSJIINFFBE28CC
苓雅區,房地(土地+建物),高雄市苓雅區英義街391~420號,60.3,住,,,1071005,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0691118,102.11,2,1,2,有,無,有,19800,194,,0.0,0,,RPUOMLSJIINFFBE68CC
苓雅區,房地(土地+建物),高雄市苓雅區新光路31~60號,8.92,商,,,1071001,土地1建物1車位0,八層,42,辦公商業大樓,商業用,鋼骨鋼筋混凝土造,0810725,223.09,3,1,0,有,有,有,32000,143,,0.0,0,,RPWOMLSJIINFFBE88CC
鼓山區,房地(土地+建物),高雄市鼓山區美術東四路451~480號,6.09,商,,,1071005,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980325,63.09,1,1,1,有,有,有,13000,206,,0.0,0,,RPRNMLSJIINFFAE18CC
前金區,房地(土地+建物),高雄市前金區自強二路1~30號,9.47,住,,,1071001,土地1建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960208,133.94,3,2,2,有,有,有,38889,290,,0.0,0,含租賃稅，二代健保,RPSNMLSJIINFFAE28CC
鼓山區,建物,高雄市鼓山區河西一路1441~1470號,0.0,住,,,1070910,土地0建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960510,86.07,2,1,1,有,有,有,17000,198,坡道機械,8.25,0,,RPQOMLSJIINFFAE18CC
鼓山區,建物,高雄市鼓山區河西一路1441~1470號,0.0,住,,,1070922,土地0建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960510,123.35,3,2,2,有,有,有,18000,146,坡道機械,8.25,0,,RPSOMLSJIINFFAE38CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南三路301~330號,21.25,住,,,1070923,土地1建物1車位1,十四層,29,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1050120,253.81,3,2,2,有,有,有,58000,229,坡道平面,18.77,0,,RPVOMLSJIINFFAE68CC
前金區,房地(土地+建物)+車位,高雄市前金區市中一路211~240號,34.79,商,,,1070917,土地1建物1車位1,一層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0970103,233.93,0,0,0,無,有,有,35000,150,坡道平面,36.94,0,,RPWOMLSJIINFFAE78CC
鼓山區,房地(土地+建物),高雄市鼓山區文忠路61~90號,10.0,商,,,1070925,土地1建物1車位0,十層,15,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1050114,108.38999999999999,2,2,1,有,有,有,22000,203,,0.0,0,,RPOPMLSJIINFFAE08CC
鹽埕區,土地,鹽府段211~240地號,11.0,商,,,1071006,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,12000,1091,,0.0,0,,RPQPMLSJIINFFAE28CC
前鎮區,房地(土地+建物),高雄市前鎮區中山二路61~90號,16.44,住,,,1070920,土地1建物1車位0,十二層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981224,96.64,2,1,1,有,有,有,26000,269,,0.0,0,含租賃稅，管理費，機車位一個,RPVNMLSJIINFFCE78CC
前鎮區,房地(土地+建物),高雄市前鎮區中山二路61~90號,8.09,住,,,1071008,土地1建物1車位0,六層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981224,79.49,2,1,1,有,有,有,27778,349,,0.0,0,含租賃稅，二代健保,RPWNMLSJIINFFCE88CC
前鎮區,房地(土地+建物),高雄市前鎮區新光路1~30號,0.84,住,,,1070915,土地1建物1車位0,二十八層,39,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0880209,40.28,1,0,1,有,有,有,7000,174,,0.0,0,,RPTOMLSJIINFFCE68CC
小港區,房地(土地+建物),高雄市小港區平和二路43巷7弄1~30號,40.5,住,,,1071006,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670920,80.3,3,2,2,有,無,有,6000,75,,0.0,0,,RPUOMLSJIINFFCE78CC
三民區,房地(土地+建物),高雄市三民區大德街61~90號,14.68,住,,,1071003,土地1建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1050216,107.72,2,1,1,有,有,有,16000,149,,0.0,0,租金含管理費。,RPTNMLSJIINFFDE68CC
三民區,建物,高雄市三民區德山街30巷20弄1~30號,0.0,住,,,1070917,土地0建物1車位0,三層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830408,32.839999999999996,1,0,1,有,有,有,4500,137,,0.0,0,租金含管理費,RPPOMLSJIINFFDE38CC
三民區,建物,高雄市三民區十全二路301~330號,0.0,商,,,1070914,土地0建物1車位1,十八層,24,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1051104,101.14,2,2,1,有,有,有,20000,198,坡道機械,8.41,0,租金含管理費,RPROMLSJIINFFDE58CC
三民區,建物,高雄市三民區松江街271~300號,0.0,商,,,1070915,土地0建物0車位0,全,3,透天厝,,加強磚造,0621211,63.38,2,1,1,有,無,有,15000,237,,0.0,0,,RPSOMLSJIINFFDE68CC
三民區,房地(土地+建物),高雄市三民區皓東路1~30號,24.17,住,,,1070910,土地1建物1車位0,一層,9,店面(店鋪),住商用,鋼筋混凝土造,0861003,129.33,2,2,3,有,有,無,22000,170,,0.0,0,租賃範圍為1樓+夾層+2樓，租金不包含管理費。,RPWOMLSJIINFFDE09CC
三民區,房地(土地+建物),高雄市三民區民族一路854巷1~30號,10.36,住,,,1070924,土地1建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041005,79.42,2,1,1,有,有,有,15000,189,,0.0,0,,RPXOMLSJIINFFDE56CC
三民區,建物,高雄市三民區大連街301~330號,0.0,住,,,1070910,土地0建物1車位0,見其他登記事項,3,店面(店鋪),,鋼筋混凝土加強磚造,0630228,148.97,8,1,4,有,無,有,25000,168,,0.0,0,,RPOPMLSJIINFFDE38CC
左營區,房地(土地+建物),高雄市左營區文康路31~60號,15.14,住,,,1070921,土地1建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030429,145.72000000000003,3,1,2,有,有,有,22500,154,,0.0,0,,RPTOMLSJIINFFEE88CC
鳳山區,房地(土地+建物),高雄市鳳山區武營路181~210號,126.0,住,,,1070925,土地2建物2車位0,全,3,透天厝,住家用,加強磚造,0620402,245.66,0,0,0,無,無,有,12000,49,,0.0,0,,RPTNMLSJIINFFGE98CC
鳳山區,房地(土地+建物),高雄市鳳山區鳳北路151~180號,102.0,住,,,1071002,土地1建物1車位0,全,2,透天厝,見其他登記事項,見其他登記事項,1030925,110.58,3,1,2,有,無,無,16000,145,,0.0,0,,RPUOMLSJIINFFGE56CC
仁武區,房地(土地+建物)+車位,高雄市仁武區永仁街102巷1~30號,23.15,住,,,1070920,土地1建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861220,135.77,4,2,2,有,有,無,13000,96,坡道平面,23.14,0,租金包含平面車位、管理費及車位清潔費。,RPPOMLSJIINFFIE88CC
鳳山區,土地,新庄子段241~270地號,251.0,住,,,1071005,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,55000,219,,0.0,0,,RPTNMLTJIINFFGE09CC
鳳山區,房地(土地+建物),高雄市鳳山區北昌路1~30號,19.35,住,,,1071008,土地1建物1車位0,一層,15,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1030221,103.06,2,2,2,有,有,有,24000,233,,0.0,0,有夾層,RPTOMLTJIINFFGE56CC
左營區,房地(土地+建物)+車位,高雄市左營區明誠二路541~570號,13.21,住,,,1070926,土地1建物1車位1,七層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001003,228.55,3,2,2,有,有,有,50000,219,坡道平面,12.12,0,,RPRNMLTJIINFFEE68CC
左營區,房地(土地+建物)+車位,高雄市左營區文康路31~60號,11.08,住,,,1070927,土地1建物1車位1,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030429,107.13,2,1,1,有,有,有,24000,224,坡道機械,18.08,0,,RPWOMLTJIINFFEE66CC
左營區,房地(土地+建物),高雄市左營區立文路91~120號,8.28,商,,,1070928,土地1建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030327,114.59,2,1,1,有,有,有,18000,157,,0.0,0,,RPOPMLTJIINFFEE58CC
左營區,房地(土地+建物),高雄市左營區立文路61~90號,3.34,商,,,1070928,土地1建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030327,85.36,2,1,1,有,有,有,19800,232,,0.0,0,,RPQPMLTJIINFFEE78CC
三民區,房地(土地+建物)+車位,高雄市三民區中華二路211~240號,16.6,住,,,1070925,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021003,172.11,3,2,2,有,有,有,25000,145,坡道平面,19.74,0,,RPSNMLTJIINFFDE68CC
三民區,建物,高雄市三民區松江街271~300號,0.0,商,,,1070915,土地0建物0車位0,一層,3,店面(店鋪),,加強磚造,0621211,62.38,0,2,1,有,無,有,10000,160,,0.0,0,,RPVNMLTJIINFFDE98CC
小港區,房地(土地+建物),高雄市小港區崇明街121~150號,127.0,住,,,1071009,土地2建物2車位0,全,4,透天厝,住商用,鋼筋混凝土造,0811023,437.64,0,0,0,無,無,無,30000,69,,0.0,0,,RPUNMLTJIINFFCE78CC
鼓山區,房地(土地+建物),高雄市鼓山區鼓山一路133巷1~30號,7.95,商,,,1070926,土地1建物1車位0,三層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000120,105.11,3,2,1,有,有,有,24000,228,,0.0,0,,RPRNMLTJIINFFAE28CC
鼓山區,房地(土地+建物),高雄市鼓山區美術東四路271~300號,11.03,商,,,1070927,土地1建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950825,115.47,3,2,2,有,有,有,20000,173,,0.0,0,,RPVNMLTJIINFFAE68CC
鼓山區,建物,高雄市鼓山區明誠三路451~480號,0.0,商,,,1070920,土地0建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950626,78.42,2,1,1,有,有,有,17500,223,,0.0,0,,RPWNMLTJIINFFAE78CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北三路211~240號,20.21,商,,,1070928,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951030,200.99,4,2,2,有,有,有,32500,162,坡道機械,7.01,0,,RPXNMLTJIINFFAE88CC
苓雅區,房地(土地+建物),高雄市苓雅區允文街121~150號,31.22,商,,,1071007,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840815,178.02,4,2,2,有,無,無,15000,84,,0.0,0,,RPSNMLTJIINFFBE48CC
新興區,建物,高雄市新興區忠孝一路211~240號,0.0,商,,,1070925,土地0建物3車位5,見其他登記事項,9,店面(店鋪),商業用,鋼筋混凝土造,0810930,1325.93,0,3,3,有,有,無,150000,113,坡道機械,0.0,0,1.車位面積無法分算。2.分段式租金:第四年起租金調漲為154500元/月;第七年起租金調漲為159135元/月;第九年起租金調漲為163909元/月。,RPQOMLTJIINFFBE38CC
新興區,建物,高雄市新興區五福一路151~180號,0.0,商,,,1071008,土地0建物1車位0,一層,2,店面(店鋪),,加強磚造,0560417,59.64,0,0,0,無,無,無,19000,319,,0.0,0,,RPRNMLKKIINFFBE57CC
